"Time","Contracts","Funding Interval","Funding Rate"
"2021-06-08 17:00:00","1000SHIBUSDT Perpetual","8h","-0.1164%"
"2021-06-08 09:00:00","1000SHIBUSDT Perpetual","8h","-0.1191%"
"2021-06-08 01:00:00","1000SHIBUSDT Perpetual","8h","-0.1742%"
"2021-06-07 17:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-06-07 09:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-06-07 01:00:00","1000SHIBUSDT Perpetual","8h","-0.0412%"
"2021-06-06 17:00:00","1000SHIBUSDT Perpetual","8h","-0.0119%"
"2021-06-06 09:00:00","1000SHIBUSDT Perpetual","8h","-0.0541%"
"2021-06-06 01:00:00","1000SHIBUSDT Perpetual","8h","-0.1144%"
"2021-06-05 17:00:00","1000SHIBUSDT Perpetual","8h","-0.0438%"
"2021-06-05 09:00:00","1000SHIBUSDT Perpetual","8h","-0.0595%"
"2021-06-05 01:00:00","1000SHIBUSDT Perpetual","8h","-0.1280%"
"2021-06-04 17:00:00","1000SHIBUSDT Perpetual","8h","-0.0408%"
"2021-06-04 09:00:00","1000SHIBUSDT Perpetual","8h","-0.0687%"
"2021-06-04 01:00:00","1000SHIBUSDT Perpetual","8h","-0.0759%"
"2021-06-03 17:00:00","1000SHIBUSDT Perpetual","8h","0.0059%"
"2021-06-03 09:00:00","1000SHIBUSDT Perpetual","8h","-0.0066%"
"2021-06-03 01:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-06-02 17:00:00","1000SHIBUSDT Perpetual","8h","0.0207%"
"2021-06-02 09:00:00","1000SHIBUSDT Perpetual","8h","0.0217%"
"2021-06-02 01:00:00","1000SHIBUSDT Perpetual","8h","-0.0114%"
"2021-06-01 17:00:00","1000SHIBUSDT Perpetual","8h","-0.0421%"
"2021-06-01 09:00:00","1000SHIBUSDT Perpetual","8h","-0.1921%"
"2021-06-01 01:00:00","1000SHIBUSDT Perpetual","8h","-0.2011%"
"2021-05-31 17:00:00","1000SHIBUSDT Perpetual","8h","-0.2166%"
"2021-05-31 09:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-31 01:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-30 17:00:00","1000SHIBUSDT Perpetual","8h","-0.3148%"
"2021-05-30 09:00:00","1000SHIBUSDT Perpetual","8h","-0.2261%"
"2021-05-30 01:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-29 17:00:00","1000SHIBUSDT Perpetual","8h","-0.0143%"
"2021-05-29 09:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-29 01:00:00","1000SHIBUSDT Perpetual","8h","-0.0114%"
"2021-05-28 17:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-28 09:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-28 01:00:00","1000SHIBUSDT Perpetual","8h","0.0283%"
"2021-05-27 17:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-27 09:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-27 01:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-26 17:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-26 09:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-26 01:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-25 17:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-25 09:00:00","1000SHIBUSDT Perpetual","8h","-0.0052%"
"2021-05-25 01:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-24 17:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-24 09:00:00","1000SHIBUSDT Perpetual","8h","-0.2971%"
"2021-05-24 01:00:00","1000SHIBUSDT Perpetual","8h","-0.2479%"
"2021-05-23 17:00:00","1000SHIBUSDT Perpetual","8h","-0.6307%"
"2021-05-23 09:00:00","1000SHIBUSDT Perpetual","8h","-0.7500%"
"2021-05-23 01:00:00","1000SHIBUSDT Perpetual","8h","-0.7198%"
"2021-05-22 17:00:00","1000SHIBUSDT Perpetual","8h","-0.7500%"
"2021-05-22 09:00:00","1000SHIBUSDT Perpetual","8h","-0.7500%"
"2021-05-22 01:00:00","1000SHIBUSDT Perpetual","8h","-0.7500%"
"2021-05-21 17:00:00","1000SHIBUSDT Perpetual","8h","-0.7500%"
"2021-05-21 09:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-21 01:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-20 17:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-20 09:00:00","1000SHIBUSDT Perpetual","8h","-0.1386%"
"2021-05-20 01:00:00","1000SHIBUSDT Perpetual","8h","-0.5895%"
"2021-05-19 17:00:00","1000SHIBUSDT Perpetual","8h","-0.7500%"
"2021-05-19 09:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-19 01:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-18 17:00:00","1000SHIBUSDT Perpetual","8h","-0.1180%"
"2021-05-18 09:00:00","1000SHIBUSDT Perpetual","8h","-0.4643%"
"2021-05-18 01:00:00","1000SHIBUSDT Perpetual","8h","-0.7500%"
"2021-05-17 17:00:00","1000SHIBUSDT Perpetual","8h","-0.0709%"
"2021-05-17 09:00:00","1000SHIBUSDT Perpetual","8h","-0.0042%"
"2021-05-17 01:00:00","1000SHIBUSDT Perpetual","8h","-0.1918%"
"2021-05-16 17:00:00","1000SHIBUSDT Perpetual","8h","0.1318%"
"2021-05-16 09:00:00","1000SHIBUSDT Perpetual","8h","0.1023%"
"2021-05-16 01:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-15 17:00:00","1000SHIBUSDT Perpetual","8h","0.1344%"
"2021-05-15 09:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-15 01:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-14 17:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-14 09:00:00","1000SHIBUSDT Perpetual","8h","-0.1582%"
"2021-05-14 01:00:00","1000SHIBUSDT Perpetual","8h","-0.7500%"
"2021-05-13 17:00:00","1000SHIBUSDT Perpetual","8h","-0.7500%"
"2021-05-13 09:00:00","1000SHIBUSDT Perpetual","8h","-0.7500%"
"2021-05-13 01:00:00","1000SHIBUSDT Perpetual","8h","-0.7500%"
"2021-05-12 17:00:00","1000SHIBUSDT Perpetual","8h","0.0100%"
"2021-05-12 09:00:00","1000SHIBUSDT Perpetual","8h","0.0840%"
"2021-05-12 01:00:00","1000SHIBUSDT Perpetual","8h","-0.0203%"
"2021-05-11 17:00:00","1000SHIBUSDT Perpetual","8h","-0.6074%"
"2021-05-11 09:00:00","1000SHIBUSDT Perpetual","8h","-0.2698%"
"2021-05-11 01:00:00","1000SHIBUSDT Perpetual","8h","0.0000%"
"2021-05-10 17:00:00","1000SHIBUSDT Perpetual","8h","-0.7500%"
