"Time","Contracts","Funding Interval","Funding Rate"
"2020-12-24 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-24 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-24 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-23 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-23 08:00:00","ETHUSDT Perpetual","8h","0.0197%"
"2020-12-23 00:00:00","ETHUSDT Perpetual","8h","0.0331%"
"2020-12-22 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-22 08:00:00","ETHUSDT Perpetual","8h","0.0126%"
"2020-12-22 00:00:00","ETHUSDT Perpetual","8h","0.0130%"
"2020-12-21 16:00:00","ETHUSDT Perpetual","8h","0.0175%"
"2020-12-21 08:00:00","ETHUSDT Perpetual","8h","0.0411%"
"2020-12-21 00:00:00","ETHUSDT Perpetual","8h","0.0199%"
"2020-12-20 16:00:00","ETHUSDT Perpetual","8h","0.0583%"
"2020-12-20 08:00:00","ETHUSDT Perpetual","8h","0.0308%"
"2020-12-20 00:00:00","ETHUSDT Perpetual","8h","0.0728%"
"2020-12-19 16:00:00","ETHUSDT Perpetual","8h","0.0880%"
"2020-12-19 08:00:00","ETHUSDT Perpetual","8h","0.0520%"
"2020-12-19 00:00:00","ETHUSDT Perpetual","8h","0.0646%"
"2020-12-18 16:00:00","ETHUSDT Perpetual","8h","0.0615%"
"2020-12-18 08:00:00","ETHUSDT Perpetual","8h","0.0508%"
"2020-12-18 00:00:00","ETHUSDT Perpetual","8h","0.0263%"
"2020-12-17 16:00:00","ETHUSDT Perpetual","8h","0.1339%"
"2020-12-17 08:00:00","ETHUSDT Perpetual","8h","0.0731%"
"2020-12-17 00:00:00","ETHUSDT Perpetual","8h","0.0500%"
"2020-12-16 16:00:00","ETHUSDT Perpetual","8h","0.1024%"
"2020-12-16 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-16 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-15 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-15 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-15 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-14 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-14 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-14 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-13 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-13 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-13 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-12 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-12 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-12 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-11 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-11 08:00:00","ETHUSDT Perpetual","8h","0.0123%"
"2020-12-11 00:00:00","ETHUSDT Perpetual","8h","0.0173%"
"2020-12-10 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-10 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-10 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-09 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-09 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-09 00:00:00","ETHUSDT Perpetual","8h","0.0138%"
"2020-12-08 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-08 08:00:00","ETHUSDT Perpetual","8h","0.0177%"
"2020-12-08 00:00:00","ETHUSDT Perpetual","8h","0.0293%"
"2020-12-07 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-07 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-07 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-06 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-06 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-06 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-05 16:00:00","ETHUSDT Perpetual","8h","0.0160%"
"2020-12-05 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-05 00:00:00","ETHUSDT Perpetual","8h","0.0278%"
"2020-12-04 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-04 08:00:00","ETHUSDT Perpetual","8h","0.0151%"
"2020-12-04 00:00:00","ETHUSDT Perpetual","8h","0.0371%"
"2020-12-03 16:00:00","ETHUSDT Perpetual","8h","0.0773%"
"2020-12-03 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-03 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-02 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-12-02 08:00:00","ETHUSDT Perpetual","8h","0.0458%"
"2020-12-02 00:00:00","ETHUSDT Perpetual","8h","0.0194%"
"2020-12-01 16:00:00","ETHUSDT Perpetual","8h","0.0315%"
"2020-12-01 08:00:00","ETHUSDT Perpetual","8h","0.0587%"
"2020-12-01 00:00:00","ETHUSDT Perpetual","8h","0.0398%"
"2020-11-30 16:00:00","ETHUSDT Perpetual","8h","0.0901%"
"2020-11-30 08:00:00","ETHUSDT Perpetual","8h","0.0369%"
"2020-11-30 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-29 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-29 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-29 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-28 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-28 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-28 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-27 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-27 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-27 00:00:00","ETHUSDT Perpetual","8h","0.0247%"
"2020-11-26 16:00:00","ETHUSDT Perpetual","8h","0.0132%"
"2020-11-26 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-26 00:00:00","ETHUSDT Perpetual","8h","0.0488%"
"2020-11-25 16:00:00","ETHUSDT Perpetual","8h","0.1165%"
"2020-11-25 08:00:00","ETHUSDT Perpetual","8h","0.0531%"
"2020-11-25 00:00:00","ETHUSDT Perpetual","8h","0.0739%"
"2020-11-24 16:00:00","ETHUSDT Perpetual","8h","0.1166%"
"2020-11-24 08:00:00","ETHUSDT Perpetual","8h","0.0919%"
"2020-11-24 00:00:00","ETHUSDT Perpetual","8h","0.0642%"
"2020-11-23 16:00:00","ETHUSDT Perpetual","8h","0.0857%"
"2020-11-23 08:00:00","ETHUSDT Perpetual","8h","0.1141%"
"2020-11-23 00:00:00","ETHUSDT Perpetual","8h","0.1581%"
"2020-11-22 16:00:00","ETHUSDT Perpetual","8h","0.0738%"
"2020-11-22 08:00:00","ETHUSDT Perpetual","8h","0.0850%"
"2020-11-22 00:00:00","ETHUSDT Perpetual","8h","0.0805%"
"2020-11-21 16:00:00","ETHUSDT Perpetual","8h","0.0755%"
"2020-11-21 08:00:00","ETHUSDT Perpetual","8h","0.0121%"
"2020-11-21 00:00:00","ETHUSDT Perpetual","8h","0.0113%"
"2020-11-20 16:00:00","ETHUSDT Perpetual","8h","0.0799%"
"2020-11-20 08:00:00","ETHUSDT Perpetual","8h","0.0781%"
"2020-11-20 00:00:00","ETHUSDT Perpetual","8h","0.0165%"
"2020-11-19 16:00:00","ETHUSDT Perpetual","8h","0.0389%"
"2020-11-19 08:00:00","ETHUSDT Perpetual","8h","0.0140%"
"2020-11-19 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-18 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-18 08:00:00","ETHUSDT Perpetual","8h","0.0378%"
"2020-11-18 00:00:00","ETHUSDT Perpetual","8h","0.0898%"
"2020-11-17 16:00:00","ETHUSDT Perpetual","8h","0.0378%"
"2020-11-17 08:00:00","ETHUSDT Perpetual","8h","0.0241%"
"2020-11-17 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-16 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-16 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-16 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-15 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-15 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-15 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-14 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-14 08:00:00","ETHUSDT Perpetual","8h","0.0119%"
"2020-11-14 00:00:00","ETHUSDT Perpetual","8h","0.0587%"
"2020-11-13 16:00:00","ETHUSDT Perpetual","8h","0.0510%"
"2020-11-13 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-13 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-12 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-12 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-12 00:00:00","ETHUSDT Perpetual","8h","0.0391%"
"2020-11-11 16:00:00","ETHUSDT Perpetual","8h","0.0410%"
"2020-11-11 08:00:00","ETHUSDT Perpetual","8h","0.0186%"
"2020-11-11 00:00:00","ETHUSDT Perpetual","8h","0.0430%"
"2020-11-10 16:00:00","ETHUSDT Perpetual","8h","0.0364%"
"2020-11-10 08:00:00","ETHUSDT Perpetual","8h","0.0337%"
"2020-11-10 00:00:00","ETHUSDT Perpetual","8h","0.0166%"
"2020-11-09 16:00:00","ETHUSDT Perpetual","8h","0.0287%"
"2020-11-09 08:00:00","ETHUSDT Perpetual","8h","0.0255%"
"2020-11-09 00:00:00","ETHUSDT Perpetual","8h","0.0501%"
"2020-11-08 16:00:00","ETHUSDT Perpetual","8h","0.0585%"
"2020-11-08 08:00:00","ETHUSDT Perpetual","8h","0.0347%"
"2020-11-08 00:00:00","ETHUSDT Perpetual","8h","0.0212%"
"2020-11-07 16:00:00","ETHUSDT Perpetual","8h","0.0589%"
"2020-11-07 08:00:00","ETHUSDT Perpetual","8h","0.1030%"
"2020-11-07 00:00:00","ETHUSDT Perpetual","8h","0.0480%"
"2020-11-06 16:00:00","ETHUSDT Perpetual","8h","0.0736%"
"2020-11-06 08:00:00","ETHUSDT Perpetual","8h","0.0754%"
"2020-11-06 00:00:00","ETHUSDT Perpetual","8h","0.0357%"
"2020-11-05 16:00:00","ETHUSDT Perpetual","8h","0.0691%"
"2020-11-05 08:00:00","ETHUSDT Perpetual","8h","0.0736%"
"2020-11-05 00:00:00","ETHUSDT Perpetual","8h","0.0762%"
"2020-11-04 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-04 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-04 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-03 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-03 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-03 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-02 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-02 08:00:00","ETHUSDT Perpetual","8h","0.0300%"
"2020-11-02 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-01 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-01 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-11-01 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-31 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-31 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-31 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-30 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-30 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-30 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-29 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-29 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-29 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-28 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-28 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-28 00:00:00","ETHUSDT Perpetual","8h","0.0152%"
"2020-10-27 16:00:00","ETHUSDT Perpetual","8h","0.0184%"
"2020-10-27 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-27 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-26 16:00:00","ETHUSDT Perpetual","8h","0.0213%"
"2020-10-26 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-26 00:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-25 16:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-25 08:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-25 01:00:00","ETHUSDT Perpetual","8h","0.0397%"
"2020-10-24 17:00:00","ETHUSDT Perpetual","8h","0.0346%"
"2020-10-24 09:00:00","ETHUSDT Perpetual","8h","0.0422%"
"2020-10-24 01:00:00","ETHUSDT Perpetual","8h","0.0512%"
"2020-10-23 17:00:00","ETHUSDT Perpetual","8h","0.0249%"
"2020-10-23 09:00:00","ETHUSDT Perpetual","8h","0.0334%"
"2020-10-23 01:00:00","ETHUSDT Perpetual","8h","0.0525%"
"2020-10-22 17:00:00","ETHUSDT Perpetual","8h","0.0740%"
"2020-10-22 09:00:00","ETHUSDT Perpetual","8h","0.0529%"
"2020-10-22 01:00:00","ETHUSDT Perpetual","8h","0.0835%"
"2020-10-21 17:00:00","ETHUSDT Perpetual","8h","0.0508%"
"2020-10-21 09:00:00","ETHUSDT Perpetual","8h","0.0318%"
"2020-10-21 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-20 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-20 09:00:00","ETHUSDT Perpetual","8h","0.0377%"
"2020-10-20 01:00:00","ETHUSDT Perpetual","8h","0.0115%"
"2020-10-19 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-19 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-19 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-18 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-18 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-18 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-17 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-17 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-17 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-16 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-16 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-16 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-15 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-15 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-15 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-14 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-14 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-14 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-13 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-13 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-13 01:00:00","ETHUSDT Perpetual","8h","0.0219%"
"2020-10-12 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-12 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-12 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-11 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-11 09:00:00","ETHUSDT Perpetual","8h","0.0131%"
"2020-10-11 01:00:00","ETHUSDT Perpetual","8h","0.0119%"
"2020-10-10 17:00:00","ETHUSDT Perpetual","8h","0.0279%"
"2020-10-10 09:00:00","ETHUSDT Perpetual","8h","0.0173%"
"2020-10-10 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-09 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-09 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-09 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-08 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-08 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-08 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-07 17:00:00","ETHUSDT Perpetual","8h","0.0072%"
"2020-10-07 09:00:00","ETHUSDT Perpetual","8h","0.0027%"
"2020-10-07 01:00:00","ETHUSDT Perpetual","8h","-0.0073%"
"2020-10-06 17:00:00","ETHUSDT Perpetual","8h","0.0000%"
"2020-10-06 09:00:00","ETHUSDT Perpetual","8h","0.0095%"
"2020-10-06 01:00:00","ETHUSDT Perpetual","8h","-0.0045%"
"2020-10-05 17:00:00","ETHUSDT Perpetual","8h","-0.0015%"
"2020-10-05 09:00:00","ETHUSDT Perpetual","8h","0.0003%"
"2020-10-05 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-04 17:00:00","ETHUSDT Perpetual","8h","-0.0064%"
"2020-10-04 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-04 01:00:00","ETHUSDT Perpetual","8h","-0.0007%"
"2020-10-03 17:00:00","ETHUSDT Perpetual","8h","-0.0033%"
"2020-10-03 09:00:00","ETHUSDT Perpetual","8h","-0.0120%"
"2020-10-03 01:00:00","ETHUSDT Perpetual","8h","0.0058%"
"2020-10-02 17:00:00","ETHUSDT Perpetual","8h","-0.0035%"
"2020-10-02 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-02 01:00:00","ETHUSDT Perpetual","8h","0.0043%"
"2020-10-01 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-01 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-10-01 01:00:00","ETHUSDT Perpetual","8h","0.0099%"
"2020-09-30 17:00:00","ETHUSDT Perpetual","8h","-0.0003%"
"2020-09-30 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-30 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-29 17:00:00","ETHUSDT Perpetual","8h","0.0073%"
"2020-09-29 09:00:00","ETHUSDT Perpetual","8h","-0.0016%"
"2020-09-29 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-28 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-28 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-28 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-27 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-27 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-27 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-26 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-26 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-26 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-25 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-25 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-25 01:00:00","ETHUSDT Perpetual","8h","0.0053%"
"2020-09-24 17:00:00","ETHUSDT Perpetual","8h","0.0055%"
"2020-09-24 09:00:00","ETHUSDT Perpetual","8h","0.0030%"
"2020-09-24 01:00:00","ETHUSDT Perpetual","8h","-0.0016%"
"2020-09-23 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-23 09:00:00","ETHUSDT Perpetual","8h","0.0016%"
"2020-09-23 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-22 17:00:00","ETHUSDT Perpetual","8h","0.0010%"
"2020-09-22 09:00:00","ETHUSDT Perpetual","8h","0.0000%"
"2020-09-22 01:00:00","ETHUSDT Perpetual","8h","-0.0228%"
"2020-09-21 17:00:00","ETHUSDT Perpetual","8h","0.0050%"
"2020-09-21 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-21 01:00:00","ETHUSDT Perpetual","8h","-0.0015%"
"2020-09-20 17:00:00","ETHUSDT Perpetual","8h","-0.0001%"
"2020-09-20 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-20 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-19 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-19 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-19 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-18 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-18 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-18 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-17 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-17 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-17 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-16 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-16 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-16 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-15 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-15 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-15 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-14 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-14 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-14 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-13 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-13 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-13 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-12 17:00:00","ETHUSDT Perpetual","8h","0.0037%"
"2020-09-12 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-12 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-11 17:00:00","ETHUSDT Perpetual","8h","0.0071%"
"2020-09-11 09:00:00","ETHUSDT Perpetual","8h","0.0093%"
"2020-09-11 01:00:00","ETHUSDT Perpetual","8h","0.0034%"
"2020-09-10 17:00:00","ETHUSDT Perpetual","8h","0.0065%"
"2020-09-10 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-10 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-09 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-09 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-09 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-08 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-08 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-08 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-07 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-07 09:00:00","ETHUSDT Perpetual","8h","0.0064%"
"2020-09-07 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-06 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-06 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-06 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-05 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-05 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-05 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-04 17:00:00","ETHUSDT Perpetual","8h","0.0118%"
"2020-09-04 09:00:00","ETHUSDT Perpetual","8h","0.0201%"
"2020-09-04 01:00:00","ETHUSDT Perpetual","8h","0.0108%"
"2020-09-03 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-03 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-03 01:00:00","ETHUSDT Perpetual","8h","0.0148%"
"2020-09-02 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-09-02 09:00:00","ETHUSDT Perpetual","8h","0.0600%"
"2020-09-02 01:00:00","ETHUSDT Perpetual","8h","0.0458%"
"2020-09-01 17:00:00","ETHUSDT Perpetual","8h","0.0550%"
"2020-09-01 09:00:00","ETHUSDT Perpetual","8h","0.0271%"
"2020-09-01 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-08-31 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-08-31 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-08-31 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-08-30 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-08-30 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-08-30 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-08-29 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-08-29 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-08-29 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-08-28 17:00:00","ETHUSDT Perpetual","8h","0.0122%"
"2020-08-28 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-08-28 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-08-27 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-08-27 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-08-27 01:00:00","ETHUSDT Perpetual","8h","0.0112%"
"2020-08-26 17:00:00","ETHUSDT Perpetual","8h","0.0150%"
"2020-08-26 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-08-26 01:00:00","ETHUSDT Perpetual","8h","0.0209%"
"2020-08-25 17:00:00","ETHUSDT Perpetual","8h","0.0116%"
"2020-08-25 09:00:00","ETHUSDT Perpetual","8h","0.0113%"
"2020-08-25 01:00:00","ETHUSDT Perpetual","8h","0.0224%"
"2020-08-24 17:00:00","ETHUSDT Perpetual","8h","0.0319%"
"2020-08-24 09:00:00","ETHUSDT Perpetual","8h","0.0225%"
"2020-08-24 01:00:00","ETHUSDT Perpetual","8h","0.0315%"
"2020-08-23 17:00:00","ETHUSDT Perpetual","8h","0.0306%"
"2020-08-23 09:00:00","ETHUSDT Perpetual","8h","0.0145%"
"2020-08-23 01:00:00","ETHUSDT Perpetual","8h","0.0161%"
"2020-08-22 17:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-08-22 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-08-22 01:00:00","ETHUSDT Perpetual","8h","0.0100%"
"2020-08-21 17:00:00","ETHUSDT Perpetual","8h","0.0210%"
"2020-08-21 09:00:00","ETHUSDT Perpetual","8h","0.0100%"
