"Time","Contracts","Funding Interval","Funding Rate"
"2021-03-10 08:00:00","SOLUSDT Perpetual","8h","0.0783%"
"2021-03-10 00:00:00","SOLUSDT Perpetual","8h","0.1672%"
"2021-03-09 16:00:00","SOLUSDT Perpetual","8h","0.1317%"
"2021-03-09 08:00:00","SOLUSDT Perpetual","8h","0.1399%"
"2021-03-09 00:00:00","SOLUSDT Perpetual","8h","0.1420%"
"2021-03-08 16:00:00","SOLUSDT Perpetual","8h","0.1278%"
"2021-03-08 08:00:00","SOLUSDT Perpetual","8h","0.0484%"
"2021-03-08 00:00:00","SOLUSDT Perpetual","8h","0.0494%"
"2021-03-07 16:00:00","SOLUSDT Perpetual","8h","0.0510%"
"2021-03-07 08:00:00","SOLUSDT Perpetual","8h","0.0931%"
"2021-03-07 00:00:00","SOLUSDT Perpetual","8h","0.0616%"
"2021-03-06 16:00:00","SOLUSDT Perpetual","8h","0.0233%"
"2021-03-06 08:00:00","SOLUSDT Perpetual","8h","0.0589%"
"2021-03-06 00:00:00","SOLUSDT Perpetual","8h","0.0511%"
"2021-03-05 16:00:00","SOLUSDT Perpetual","8h","0.0188%"
"2021-03-05 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-03-05 00:00:00","SOLUSDT Perpetual","8h","0.0188%"
"2021-03-04 16:00:00","SOLUSDT Perpetual","8h","0.0589%"
"2021-03-04 08:00:00","SOLUSDT Perpetual","8h","0.0481%"
"2021-03-04 00:00:00","SOLUSDT Perpetual","8h","0.0171%"
"2021-03-03 16:00:00","SOLUSDT Perpetual","8h","0.0960%"
"2021-03-03 08:00:00","SOLUSDT Perpetual","8h","0.0263%"
"2021-03-03 00:00:00","SOLUSDT Perpetual","8h","0.0724%"
"2021-03-02 16:00:00","SOLUSDT Perpetual","8h","0.0238%"
"2021-03-02 08:00:00","SOLUSDT Perpetual","8h","0.0511%"
"2021-03-02 00:00:00","SOLUSDT Perpetual","8h","0.0216%"
"2021-03-01 16:00:00","SOLUSDT Perpetual","8h","0.0381%"
"2021-03-01 08:00:00","SOLUSDT Perpetual","8h","0.0125%"
"2021-03-01 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-28 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-28 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-28 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-27 16:00:00","SOLUSDT Perpetual","8h","0.0138%"
"2021-02-27 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-27 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-26 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-26 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-26 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-25 16:00:00","SOLUSDT Perpetual","8h","0.0384%"
"2021-02-25 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-25 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-24 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-24 08:00:00","SOLUSDT Perpetual","8h","0.0318%"
"2021-02-24 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-23 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-23 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-23 00:00:00","SOLUSDT Perpetual","8h","-0.1145%"
"2021-02-22 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-22 08:00:00","SOLUSDT Perpetual","8h","0.0609%"
"2021-02-22 00:00:00","SOLUSDT Perpetual","8h","0.0903%"
"2021-02-21 16:00:00","SOLUSDT Perpetual","8h","0.1019%"
"2021-02-21 08:00:00","SOLUSDT Perpetual","8h","0.0975%"
"2021-02-21 00:00:00","SOLUSDT Perpetual","8h","0.0878%"
"2021-02-20 16:00:00","SOLUSDT Perpetual","8h","0.2481%"
"2021-02-20 08:00:00","SOLUSDT Perpetual","8h","0.1675%"
"2021-02-20 00:00:00","SOLUSDT Perpetual","8h","0.1340%"
"2021-02-19 16:00:00","SOLUSDT Perpetual","8h","0.0771%"
"2021-02-19 08:00:00","SOLUSDT Perpetual","8h","0.0949%"
"2021-02-19 00:00:00","SOLUSDT Perpetual","8h","0.0947%"
"2021-02-18 16:00:00","SOLUSDT Perpetual","8h","0.0831%"
"2021-02-18 08:00:00","SOLUSDT Perpetual","8h","0.1554%"
"2021-02-18 00:00:00","SOLUSDT Perpetual","8h","0.1040%"
"2021-02-17 16:00:00","SOLUSDT Perpetual","8h","0.1421%"
"2021-02-17 08:00:00","SOLUSDT Perpetual","8h","0.1001%"
"2021-02-17 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-16 16:00:00","SOLUSDT Perpetual","8h","0.1479%"
"2021-02-16 08:00:00","SOLUSDT Perpetual","8h","0.1586%"
"2021-02-16 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-15 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-15 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-15 00:00:00","SOLUSDT Perpetual","8h","0.0664%"
"2021-02-14 16:00:00","SOLUSDT Perpetual","8h","0.2574%"
"2021-02-14 08:00:00","SOLUSDT Perpetual","8h","0.2523%"
"2021-02-14 00:00:00","SOLUSDT Perpetual","8h","0.2515%"
"2021-02-13 16:00:00","SOLUSDT Perpetual","8h","0.1414%"
"2021-02-13 08:00:00","SOLUSDT Perpetual","8h","0.1886%"
"2021-02-13 00:00:00","SOLUSDT Perpetual","8h","0.2605%"
"2021-02-12 16:00:00","SOLUSDT Perpetual","8h","0.0874%"
"2021-02-12 08:00:00","SOLUSDT Perpetual","8h","0.0768%"
"2021-02-12 00:00:00","SOLUSDT Perpetual","8h","0.2111%"
"2021-02-11 16:00:00","SOLUSDT Perpetual","8h","0.1285%"
"2021-02-11 08:00:00","SOLUSDT Perpetual","8h","0.1517%"
"2021-02-11 00:00:00","SOLUSDT Perpetual","8h","0.1626%"
"2021-02-10 16:00:00","SOLUSDT Perpetual","8h","0.1139%"
"2021-02-10 08:00:00","SOLUSDT Perpetual","8h","0.3324%"
"2021-02-10 00:00:00","SOLUSDT Perpetual","8h","0.2434%"
"2021-02-09 16:00:00","SOLUSDT Perpetual","8h","0.2866%"
"2021-02-09 08:00:00","SOLUSDT Perpetual","8h","0.3049%"
"2021-02-09 00:00:00","SOLUSDT Perpetual","8h","0.2093%"
"2021-02-08 16:00:00","SOLUSDT Perpetual","8h","0.1892%"
"2021-02-08 08:00:00","SOLUSDT Perpetual","8h","0.0858%"
"2021-02-08 00:00:00","SOLUSDT Perpetual","8h","0.0451%"
"2021-02-07 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-07 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-02-07 00:00:00","SOLUSDT Perpetual","8h","0.0693%"
"2021-02-06 16:00:00","SOLUSDT Perpetual","8h","0.1549%"
"2021-02-06 08:00:00","SOLUSDT Perpetual","8h","0.1777%"
"2021-02-06 00:00:00","SOLUSDT Perpetual","8h","0.1252%"
"2021-02-05 16:00:00","SOLUSDT Perpetual","8h","0.2488%"
"2021-02-05 08:00:00","SOLUSDT Perpetual","8h","0.2504%"
"2021-02-05 00:00:00","SOLUSDT Perpetual","8h","0.1399%"
"2021-02-04 16:00:00","SOLUSDT Perpetual","8h","0.1160%"
"2021-02-04 08:00:00","SOLUSDT Perpetual","8h","0.1965%"
"2021-02-04 00:00:00","SOLUSDT Perpetual","8h","0.1146%"
"2021-02-03 16:00:00","SOLUSDT Perpetual","8h","0.1036%"
"2021-02-03 08:00:00","SOLUSDT Perpetual","8h","0.0904%"
"2021-02-03 00:00:00","SOLUSDT Perpetual","8h","0.1852%"
"2021-02-02 16:00:00","SOLUSDT Perpetual","8h","0.1782%"
"2021-02-02 08:00:00","SOLUSDT Perpetual","8h","0.0490%"
"2021-02-02 00:00:00","SOLUSDT Perpetual","8h","0.0491%"
"2021-02-01 16:00:00","SOLUSDT Perpetual","8h","0.0232%"
"2021-02-01 08:00:00","SOLUSDT Perpetual","8h","0.0370%"
"2021-02-01 00:00:00","SOLUSDT Perpetual","8h","0.0255%"
"2021-01-31 16:00:00","SOLUSDT Perpetual","8h","0.1251%"
"2021-01-31 08:00:00","SOLUSDT Perpetual","8h","0.0689%"
"2021-01-31 00:00:00","SOLUSDT Perpetual","8h","0.1362%"
"2021-01-30 16:00:00","SOLUSDT Perpetual","8h","0.0838%"
"2021-01-30 08:00:00","SOLUSDT Perpetual","8h","0.0426%"
"2021-01-30 00:00:00","SOLUSDT Perpetual","8h","0.0745%"
"2021-01-29 16:00:00","SOLUSDT Perpetual","8h","0.1355%"
"2021-01-29 08:00:00","SOLUSDT Perpetual","8h","0.0468%"
"2021-01-29 00:00:00","SOLUSDT Perpetual","8h","0.0102%"
"2021-01-28 16:00:00","SOLUSDT Perpetual","8h","0.0322%"
"2021-01-28 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-28 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-27 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-27 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-27 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-26 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-26 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-26 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-25 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-25 08:00:00","SOLUSDT Perpetual","8h","0.1132%"
"2021-01-25 00:00:00","SOLUSDT Perpetual","8h","0.0196%"
"2021-01-24 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-24 08:00:00","SOLUSDT Perpetual","8h","0.0140%"
"2021-01-24 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-23 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-23 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-23 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-22 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-22 08:00:00","SOLUSDT Perpetual","8h","-0.0285%"
"2021-01-22 00:00:00","SOLUSDT Perpetual","8h","-0.0546%"
"2021-01-21 16:00:00","SOLUSDT Perpetual","8h","-0.0084%"
"2021-01-21 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-21 00:00:00","SOLUSDT Perpetual","8h","-0.0047%"
"2021-01-20 16:00:00","SOLUSDT Perpetual","8h","-0.0348%"
"2021-01-20 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-20 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-19 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-19 08:00:00","SOLUSDT Perpetual","8h","0.1234%"
"2021-01-19 00:00:00","SOLUSDT Perpetual","8h","0.1201%"
"2021-01-18 16:00:00","SOLUSDT Perpetual","8h","0.1461%"
"2021-01-18 08:00:00","SOLUSDT Perpetual","8h","0.0726%"
"2021-01-18 00:00:00","SOLUSDT Perpetual","8h","0.1225%"
"2021-01-17 16:00:00","SOLUSDT Perpetual","8h","0.0260%"
"2021-01-17 08:00:00","SOLUSDT Perpetual","8h","0.0885%"
"2021-01-17 00:00:00","SOLUSDT Perpetual","8h","0.1131%"
"2021-01-16 16:00:00","SOLUSDT Perpetual","8h","0.1991%"
"2021-01-16 08:00:00","SOLUSDT Perpetual","8h","0.0824%"
"2021-01-16 00:00:00","SOLUSDT Perpetual","8h","0.0632%"
"2021-01-15 16:00:00","SOLUSDT Perpetual","8h","0.0998%"
"2021-01-15 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-15 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-14 16:00:00","SOLUSDT Perpetual","8h","0.1271%"
"2021-01-14 08:00:00","SOLUSDT Perpetual","8h","0.0130%"
"2021-01-14 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-13 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-13 08:00:00","SOLUSDT Perpetual","8h","0.0282%"
"2021-01-13 00:00:00","SOLUSDT Perpetual","8h","0.0309%"
"2021-01-12 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-12 08:00:00","SOLUSDT Perpetual","8h","-0.0041%"
"2021-01-12 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-11 16:00:00","SOLUSDT Perpetual","8h","0.0872%"
"2021-01-11 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-11 00:00:00","SOLUSDT Perpetual","8h","0.0244%"
"2021-01-10 16:00:00","SOLUSDT Perpetual","8h","0.0800%"
"2021-01-10 08:00:00","SOLUSDT Perpetual","8h","0.2013%"
"2021-01-10 00:00:00","SOLUSDT Perpetual","8h","0.3183%"
"2021-01-09 16:00:00","SOLUSDT Perpetual","8h","0.0517%"
"2021-01-09 08:00:00","SOLUSDT Perpetual","8h","0.1386%"
"2021-01-09 00:00:00","SOLUSDT Perpetual","8h","0.0329%"
"2021-01-08 16:00:00","SOLUSDT Perpetual","8h","0.0128%"
"2021-01-08 08:00:00","SOLUSDT Perpetual","8h","0.0712%"
"2021-01-08 00:00:00","SOLUSDT Perpetual","8h","-0.0943%"
"2021-01-07 16:00:00","SOLUSDT Perpetual","8h","0.0000%"
"2021-01-07 08:00:00","SOLUSDT Perpetual","8h","-0.7500%"
"2021-01-07 00:00:00","SOLUSDT Perpetual","8h","-0.7500%"
"2021-01-06 16:00:00","SOLUSDT Perpetual","8h","-0.7500%"
"2021-01-06 08:00:00","SOLUSDT Perpetual","8h","-0.7500%"
"2021-01-06 00:00:00","SOLUSDT Perpetual","8h","-0.7500%"
"2021-01-05 16:00:00","SOLUSDT Perpetual","8h","-0.4826%"
"2021-01-05 08:00:00","SOLUSDT Perpetual","8h","-0.2854%"
"2021-01-05 00:00:00","SOLUSDT Perpetual","8h","-0.6672%"
"2021-01-04 16:00:00","SOLUSDT Perpetual","8h","-0.2404%"
"2021-01-04 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-04 00:00:00","SOLUSDT Perpetual","8h","-0.3028%"
"2021-01-03 16:00:00","SOLUSDT Perpetual","8h","-0.2533%"
"2021-01-03 08:00:00","SOLUSDT Perpetual","8h","-0.0483%"
"2021-01-03 00:00:00","SOLUSDT Perpetual","8h","-0.0094%"
"2021-01-02 16:00:00","SOLUSDT Perpetual","8h","-0.0079%"
"2021-01-02 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2021-01-02 00:00:00","SOLUSDT Perpetual","8h","-0.1206%"
"2021-01-01 16:00:00","SOLUSDT Perpetual","8h","-0.0808%"
"2021-01-01 08:00:00","SOLUSDT Perpetual","8h","-0.2044%"
"2021-01-01 00:00:00","SOLUSDT Perpetual","8h","-0.1653%"
"2020-12-31 16:00:00","SOLUSDT Perpetual","8h","-0.1620%"
"2020-12-31 08:00:00","SOLUSDT Perpetual","8h","-0.0954%"
"2020-12-31 00:00:00","SOLUSDT Perpetual","8h","-0.0873%"
"2020-12-30 16:00:00","SOLUSDT Perpetual","8h","-0.1126%"
"2020-12-30 08:00:00","SOLUSDT Perpetual","8h","-0.1546%"
"2020-12-30 00:00:00","SOLUSDT Perpetual","8h","-0.0456%"
"2020-12-29 16:00:00","SOLUSDT Perpetual","8h","-0.0398%"
"2020-12-29 08:00:00","SOLUSDT Perpetual","8h","-0.1695%"
"2020-12-29 00:00:00","SOLUSDT Perpetual","8h","-0.0473%"
"2020-12-28 16:00:00","SOLUSDT Perpetual","8h","-0.0782%"
"2020-12-28 08:00:00","SOLUSDT Perpetual","8h","-0.0063%"
"2020-12-28 00:00:00","SOLUSDT Perpetual","8h","0.0092%"
"2020-12-27 16:00:00","SOLUSDT Perpetual","8h","-0.0715%"
"2020-12-27 08:00:00","SOLUSDT Perpetual","8h","-0.1635%"
"2020-12-27 00:00:00","SOLUSDT Perpetual","8h","-0.1016%"
"2020-12-26 16:00:00","SOLUSDT Perpetual","8h","-0.2543%"
"2020-12-26 08:00:00","SOLUSDT Perpetual","8h","-0.1208%"
"2020-12-26 00:00:00","SOLUSDT Perpetual","8h","-0.1435%"
"2020-12-25 16:00:00","SOLUSDT Perpetual","8h","-0.1283%"
"2020-12-25 08:00:00","SOLUSDT Perpetual","8h","-0.1190%"
"2020-12-25 00:00:00","SOLUSDT Perpetual","8h","-0.0420%"
"2020-12-24 16:00:00","SOLUSDT Perpetual","8h","-0.0232%"
"2020-12-24 08:00:00","SOLUSDT Perpetual","8h","-0.0500%"
"2020-12-24 00:00:00","SOLUSDT Perpetual","8h","-0.0445%"
"2020-12-23 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-23 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-23 00:00:00","SOLUSDT Perpetual","8h","-0.0045%"
"2020-12-22 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-22 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-22 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-21 16:00:00","SOLUSDT Perpetual","8h","0.0270%"
"2020-12-21 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-21 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-20 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-20 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-20 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-19 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-19 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-19 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-18 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-18 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-18 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-17 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-17 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-17 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-16 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-16 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-16 00:00:00","SOLUSDT Perpetual","8h","-0.0352%"
"2020-12-15 16:00:00","SOLUSDT Perpetual","8h","-0.0564%"
"2020-12-15 08:00:00","SOLUSDT Perpetual","8h","-0.0784%"
"2020-12-15 00:00:00","SOLUSDT Perpetual","8h","-0.0466%"
"2020-12-14 16:00:00","SOLUSDT Perpetual","8h","-0.0087%"
"2020-12-14 08:00:00","SOLUSDT Perpetual","8h","-0.0094%"
"2020-12-14 00:00:00","SOLUSDT Perpetual","8h","-0.0360%"
"2020-12-13 16:00:00","SOLUSDT Perpetual","8h","-0.0725%"
"2020-12-13 08:00:00","SOLUSDT Perpetual","8h","-0.0557%"
"2020-12-13 00:00:00","SOLUSDT Perpetual","8h","-0.1732%"
"2020-12-12 16:00:00","SOLUSDT Perpetual","8h","-0.1434%"
"2020-12-12 08:00:00","SOLUSDT Perpetual","8h","-0.2349%"
"2020-12-12 00:00:00","SOLUSDT Perpetual","8h","0.0080%"
"2020-12-11 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-11 08:00:00","SOLUSDT Perpetual","8h","-0.0736%"
"2020-12-11 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-10 16:00:00","SOLUSDT Perpetual","8h","-0.0792%"
"2020-12-10 08:00:00","SOLUSDT Perpetual","8h","0.0055%"
"2020-12-10 00:00:00","SOLUSDT Perpetual","8h","-0.0059%"
"2020-12-09 16:00:00","SOLUSDT Perpetual","8h","0.0014%"
"2020-12-09 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-09 00:00:00","SOLUSDT Perpetual","8h","0.0007%"
"2020-12-08 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-08 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-08 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-07 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-07 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-07 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-06 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-06 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-06 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-05 16:00:00","SOLUSDT Perpetual","8h","-0.0018%"
"2020-12-05 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-05 00:00:00","SOLUSDT Perpetual","8h","-0.0602%"
"2020-12-04 16:00:00","SOLUSDT Perpetual","8h","-0.1113%"
"2020-12-04 08:00:00","SOLUSDT Perpetual","8h","-0.0245%"
"2020-12-04 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-03 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-03 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-03 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-12-02 16:00:00","SOLUSDT Perpetual","8h","-0.1094%"
"2020-12-02 08:00:00","SOLUSDT Perpetual","8h","-0.0002%"
"2020-12-02 00:00:00","SOLUSDT Perpetual","8h","-0.1402%"
"2020-12-01 16:00:00","SOLUSDT Perpetual","8h","-0.1279%"
"2020-12-01 08:00:00","SOLUSDT Perpetual","8h","-0.0892%"
"2020-12-01 00:00:00","SOLUSDT Perpetual","8h","-0.0997%"
"2020-11-30 16:00:00","SOLUSDT Perpetual","8h","-0.0553%"
"2020-11-30 08:00:00","SOLUSDT Perpetual","8h","-0.0907%"
"2020-11-30 00:00:00","SOLUSDT Perpetual","8h","-0.0765%"
"2020-11-29 16:00:00","SOLUSDT Perpetual","8h","-0.0673%"
"2020-11-29 08:00:00","SOLUSDT Perpetual","8h","-0.2256%"
"2020-11-29 00:00:00","SOLUSDT Perpetual","8h","-0.0882%"
"2020-11-28 16:00:00","SOLUSDT Perpetual","8h","-0.0910%"
"2020-11-28 08:00:00","SOLUSDT Perpetual","8h","-0.1362%"
"2020-11-28 00:00:00","SOLUSDT Perpetual","8h","-0.1217%"
"2020-11-27 16:00:00","SOLUSDT Perpetual","8h","-0.2586%"
"2020-11-27 08:00:00","SOLUSDT Perpetual","8h","-0.1797%"
"2020-11-27 00:00:00","SOLUSDT Perpetual","8h","-0.2589%"
"2020-11-26 16:00:00","SOLUSDT Perpetual","8h","-0.0958%"
"2020-11-26 08:00:00","SOLUSDT Perpetual","8h","-0.4192%"
"2020-11-26 00:00:00","SOLUSDT Perpetual","8h","-0.0271%"
"2020-11-25 16:00:00","SOLUSDT Perpetual","8h","0.0689%"
"2020-11-25 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-25 00:00:00","SOLUSDT Perpetual","8h","0.0418%"
"2020-11-24 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-24 08:00:00","SOLUSDT Perpetual","8h","0.0303%"
"2020-11-24 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-23 16:00:00","SOLUSDT Perpetual","8h","-0.0015%"
"2020-11-23 08:00:00","SOLUSDT Perpetual","8h","-0.0133%"
"2020-11-23 00:00:00","SOLUSDT Perpetual","8h","-0.0478%"
"2020-11-22 16:00:00","SOLUSDT Perpetual","8h","-0.0750%"
"2020-11-22 08:00:00","SOLUSDT Perpetual","8h","-0.0559%"
"2020-11-22 00:00:00","SOLUSDT Perpetual","8h","0.1021%"
"2020-11-21 16:00:00","SOLUSDT Perpetual","8h","0.1012%"
"2020-11-21 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-21 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-20 16:00:00","SOLUSDT Perpetual","8h","0.0250%"
"2020-11-20 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-20 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-19 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-19 08:00:00","SOLUSDT Perpetual","8h","-0.0989%"
"2020-11-19 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-18 16:00:00","SOLUSDT Perpetual","8h","0.0021%"
"2020-11-18 08:00:00","SOLUSDT Perpetual","8h","0.0330%"
"2020-11-18 00:00:00","SOLUSDT Perpetual","8h","0.1297%"
"2020-11-17 16:00:00","SOLUSDT Perpetual","8h","0.0388%"
"2020-11-17 08:00:00","SOLUSDT Perpetual","8h","0.0550%"
"2020-11-17 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-16 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-16 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-16 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-15 16:00:00","SOLUSDT Perpetual","8h","0.0242%"
"2020-11-15 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-15 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-14 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-14 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-14 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-13 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-13 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-13 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-12 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-12 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-12 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-11 16:00:00","SOLUSDT Perpetual","8h","0.0188%"
"2020-11-11 08:00:00","SOLUSDT Perpetual","8h","0.0267%"
"2020-11-11 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-10 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-10 08:00:00","SOLUSDT Perpetual","8h","0.0364%"
"2020-11-10 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-09 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-09 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-09 00:00:00","SOLUSDT Perpetual","8h","0.0273%"
"2020-11-08 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-08 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-08 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-07 16:00:00","SOLUSDT Perpetual","8h","0.0379%"
"2020-11-07 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-07 00:00:00","SOLUSDT Perpetual","8h","-0.1633%"
"2020-11-06 16:00:00","SOLUSDT Perpetual","8h","-0.0134%"
"2020-11-06 08:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-06 00:00:00","SOLUSDT Perpetual","8h","0.0100%"
"2020-11-05 16:00:00","SOLUSDT Perpetual","8h","0.0100%"
