"Time","Contracts","Funding Interval","Funding Rate"
"2021-05-22 01:00:00","AXSUSDT Perpetual","8h","-0.0664%"
"2021-05-21 17:00:00","AXSUSDT Perpetual","8h","-0.0314%"
"2021-05-21 09:00:00","AXSUSDT Perpetual","8h","-0.0446%"
"2021-05-21 01:00:00","AXSUSDT Perpetual","8h","-0.0619%"
"2021-05-20 17:00:00","AXSUSDT Perpetual","8h","-0.0958%"
"2021-05-20 09:00:00","AXSUSDT Perpetual","8h","-0.0793%"
"2021-05-20 01:00:00","AXSUSDT Perpetual","8h","-0.1641%"
"2021-05-19 17:00:00","AXSUSDT Perpetual","8h","-0.7500%"
"2021-05-19 09:00:00","AXSUSDT Perpetual","8h","-0.0053%"
"2021-05-19 01:00:00","AXSUSDT Perpetual","8h","-0.0220%"
"2021-05-18 17:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-05-18 09:00:00","AXSUSDT Perpetual","8h","-0.0518%"
"2021-05-18 01:00:00","AXSUSDT Perpetual","8h","-0.0305%"
"2021-05-17 17:00:00","AXSUSDT Perpetual","8h","-0.0302%"
"2021-05-17 09:00:00","AXSUSDT Perpetual","8h","-0.0663%"
"2021-05-17 01:00:00","AXSUSDT Perpetual","8h","-0.1034%"
"2021-05-16 17:00:00","AXSUSDT Perpetual","8h","-0.0532%"
"2021-05-16 09:00:00","AXSUSDT Perpetual","8h","-0.0131%"
"2021-05-16 01:00:00","AXSUSDT Perpetual","8h","-0.1366%"
"2021-05-15 17:00:00","AXSUSDT Perpetual","8h","-0.0780%"
"2021-05-15 09:00:00","AXSUSDT Perpetual","8h","-0.0641%"
"2021-05-15 01:00:00","AXSUSDT Perpetual","8h","-0.0835%"
"2021-05-14 17:00:00","AXSUSDT Perpetual","8h","-0.0123%"
"2021-05-14 09:00:00","AXSUSDT Perpetual","8h","-0.0454%"
"2021-05-14 01:00:00","AXSUSDT Perpetual","8h","-0.0621%"
"2021-05-13 17:00:00","AXSUSDT Perpetual","8h","-0.0618%"
"2021-05-13 09:00:00","AXSUSDT Perpetual","8h","-0.0769%"
"2021-05-13 01:00:00","AXSUSDT Perpetual","8h","-0.0837%"
"2021-05-12 17:00:00","AXSUSDT Perpetual","8h","-0.0338%"
"2021-05-12 09:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-05-12 01:00:00","AXSUSDT Perpetual","8h","0.0055%"
"2021-05-11 17:00:00","AXSUSDT Perpetual","8h","-0.0315%"
"2021-05-11 09:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-05-11 01:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-05-10 17:00:00","AXSUSDT Perpetual","8h","0.0208%"
"2021-05-10 09:00:00","AXSUSDT Perpetual","8h","0.0298%"
"2021-05-10 01:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-05-09 17:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-05-09 09:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-05-09 01:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-05-08 17:00:00","AXSUSDT Perpetual","8h","0.0296%"
"2021-05-08 09:00:00","AXSUSDT Perpetual","8h","0.0357%"
"2021-05-08 01:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-05-07 17:00:00","AXSUSDT Perpetual","8h","0.0478%"
"2021-05-07 09:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-05-07 01:00:00","AXSUSDT Perpetual","8h","0.0763%"
"2021-05-06 17:00:00","AXSUSDT Perpetual","8h","0.2001%"
"2021-05-06 09:00:00","AXSUSDT Perpetual","8h","0.1186%"
"2021-05-06 01:00:00","AXSUSDT Perpetual","8h","0.1042%"
"2021-05-05 17:00:00","AXSUSDT Perpetual","8h","0.0855%"
"2021-05-05 09:00:00","AXSUSDT Perpetual","8h","0.1026%"
"2021-05-05 01:00:00","AXSUSDT Perpetual","8h","0.0553%"
"2021-05-04 17:00:00","AXSUSDT Perpetual","8h","0.0758%"
"2021-05-04 09:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-05-04 01:00:00","AXSUSDT Perpetual","8h","0.1162%"
"2021-05-03 17:00:00","AXSUSDT Perpetual","8h","0.1170%"
"2021-05-03 09:00:00","AXSUSDT Perpetual","8h","0.0967%"
"2021-05-03 01:00:00","AXSUSDT Perpetual","8h","0.0228%"
"2021-05-02 17:00:00","AXSUSDT Perpetual","8h","0.0811%"
"2021-05-02 09:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-05-02 01:00:00","AXSUSDT Perpetual","8h","-0.0510%"
"2021-05-01 17:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-05-01 09:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-05-01 01:00:00","AXSUSDT Perpetual","8h","-0.0311%"
"2021-04-30 17:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-04-30 09:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-04-30 01:00:00","AXSUSDT Perpetual","8h","-0.0462%"
"2021-04-29 17:00:00","AXSUSDT Perpetual","8h","-0.0953%"
"2021-04-29 09:00:00","AXSUSDT Perpetual","8h","-0.0509%"
"2021-04-29 01:00:00","AXSUSDT Perpetual","8h","-0.0574%"
"2021-04-28 17:00:00","AXSUSDT Perpetual","8h","-0.0253%"
"2021-04-28 09:00:00","AXSUSDT Perpetual","8h","-0.0504%"
"2021-04-28 01:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-04-27 17:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-04-27 09:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-04-27 01:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-04-26 17:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-04-26 09:00:00","AXSUSDT Perpetual","8h","0.0155%"
"2021-04-26 01:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-04-25 17:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-04-25 09:00:00","AXSUSDT Perpetual","8h","0.0181%"
"2021-04-25 01:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-04-24 17:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-04-24 09:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-04-24 01:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-04-23 17:00:00","AXSUSDT Perpetual","8h","-0.0072%"
"2021-04-23 09:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-04-23 01:00:00","AXSUSDT Perpetual","8h","0.0086%"
"2021-04-22 17:00:00","AXSUSDT Perpetual","8h","0.0277%"
"2021-04-22 09:00:00","AXSUSDT Perpetual","8h","-0.0411%"
"2021-04-22 01:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-04-21 17:00:00","AXSUSDT Perpetual","8h","0.0335%"
"2021-04-21 09:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-04-21 01:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-04-20 17:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-04-20 09:00:00","AXSUSDT Perpetual","8h","-0.1305%"
"2021-04-20 01:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-04-19 17:00:00","AXSUSDT Perpetual","8h","-0.0747%"
"2021-04-19 09:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-04-19 01:00:00","AXSUSDT Perpetual","8h","-0.0298%"
"2021-04-18 17:00:00","AXSUSDT Perpetual","8h","-0.0646%"
"2021-04-18 09:00:00","AXSUSDT Perpetual","8h","-0.0485%"
"2021-04-18 01:00:00","AXSUSDT Perpetual","8h","0.1878%"
"2021-04-17 17:00:00","AXSUSDT Perpetual","8h","0.1957%"
"2021-04-17 09:00:00","AXSUSDT Perpetual","8h","0.2684%"
"2021-04-17 01:00:00","AXSUSDT Perpetual","8h","0.2476%"
"2021-04-16 17:00:00","AXSUSDT Perpetual","8h","0.2178%"
"2021-04-16 09:00:00","AXSUSDT Perpetual","8h","0.2026%"
"2021-04-16 01:00:00","AXSUSDT Perpetual","8h","0.1000%"
"2021-04-15 17:00:00","AXSUSDT Perpetual","8h","0.1385%"
"2021-04-15 09:00:00","AXSUSDT Perpetual","8h","0.1186%"
"2021-04-15 01:00:00","AXSUSDT Perpetual","8h","0.0846%"
"2021-04-14 17:00:00","AXSUSDT Perpetual","8h","0.0738%"
"2021-04-14 09:00:00","AXSUSDT Perpetual","8h","0.2912%"
"2021-04-14 01:00:00","AXSUSDT Perpetual","8h","0.1096%"
"2021-04-13 17:00:00","AXSUSDT Perpetual","8h","0.2025%"
"2021-04-13 09:00:00","AXSUSDT Perpetual","8h","0.0873%"
"2021-04-13 01:00:00","AXSUSDT Perpetual","8h","0.1227%"
"2021-04-12 17:00:00","AXSUSDT Perpetual","8h","0.1032%"
"2021-04-12 09:00:00","AXSUSDT Perpetual","8h","0.0757%"
"2021-04-12 01:00:00","AXSUSDT Perpetual","8h","0.1758%"
"2021-04-11 17:00:00","AXSUSDT Perpetual","8h","0.1967%"
"2021-04-11 09:00:00","AXSUSDT Perpetual","8h","0.1935%"
"2021-04-11 01:00:00","AXSUSDT Perpetual","8h","0.1493%"
"2021-04-10 17:00:00","AXSUSDT Perpetual","8h","0.1469%"
"2021-04-10 09:00:00","AXSUSDT Perpetual","8h","0.2173%"
"2021-04-10 01:00:00","AXSUSDT Perpetual","8h","0.0649%"
"2021-04-09 17:00:00","AXSUSDT Perpetual","8h","0.1648%"
"2021-04-09 09:00:00","AXSUSDT Perpetual","8h","0.0583%"
"2021-04-09 01:00:00","AXSUSDT Perpetual","8h","0.0162%"
"2021-04-08 17:00:00","AXSUSDT Perpetual","8h","0.0527%"
"2021-04-08 09:00:00","AXSUSDT Perpetual","8h","0.0648%"
"2021-04-08 01:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-04-07 17:00:00","AXSUSDT Perpetual","8h","0.0417%"
"2021-04-07 09:00:00","AXSUSDT Perpetual","8h","0.1647%"
"2021-04-07 01:00:00","AXSUSDT Perpetual","8h","0.1626%"
"2021-04-06 17:00:00","AXSUSDT Perpetual","8h","0.2043%"
"2021-04-06 09:00:00","AXSUSDT Perpetual","8h","-0.0794%"
"2021-04-06 01:00:00","AXSUSDT Perpetual","8h","0.1554%"
"2021-04-05 17:00:00","AXSUSDT Perpetual","8h","-0.2545%"
"2021-04-05 09:00:00","AXSUSDT Perpetual","8h","-0.1258%"
"2021-04-05 01:00:00","AXSUSDT Perpetual","8h","0.1487%"
"2021-04-04 17:00:00","AXSUSDT Perpetual","8h","0.0905%"
"2021-04-04 09:00:00","AXSUSDT Perpetual","8h","0.1088%"
"2021-04-04 01:00:00","AXSUSDT Perpetual","8h","0.0624%"
"2021-04-03 17:00:00","AXSUSDT Perpetual","8h","0.2856%"
"2021-04-03 09:00:00","AXSUSDT Perpetual","8h","0.2795%"
"2021-04-03 01:00:00","AXSUSDT Perpetual","8h","0.1495%"
"2021-04-02 17:00:00","AXSUSDT Perpetual","8h","0.1676%"
"2021-04-02 09:00:00","AXSUSDT Perpetual","8h","0.2708%"
"2021-04-02 01:00:00","AXSUSDT Perpetual","8h","0.1429%"
"2021-04-01 17:00:00","AXSUSDT Perpetual","8h","0.2356%"
"2021-04-01 09:00:00","AXSUSDT Perpetual","8h","0.2108%"
"2021-04-01 01:00:00","AXSUSDT Perpetual","8h","0.1796%"
"2021-03-31 17:00:00","AXSUSDT Perpetual","8h","0.0950%"
"2021-03-31 09:00:00","AXSUSDT Perpetual","8h","0.1739%"
"2021-03-31 01:00:00","AXSUSDT Perpetual","8h","0.0909%"
"2021-03-30 17:00:00","AXSUSDT Perpetual","8h","0.2484%"
"2021-03-30 09:00:00","AXSUSDT Perpetual","8h","-0.0261%"
"2021-03-30 01:00:00","AXSUSDT Perpetual","8h","0.0273%"
"2021-03-29 17:00:00","AXSUSDT Perpetual","8h","0.0569%"
"2021-03-29 09:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-29 01:00:00","AXSUSDT Perpetual","8h","0.0373%"
"2021-03-28 17:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-28 09:00:00","AXSUSDT Perpetual","8h","0.0317%"
"2021-03-28 00:00:00","AXSUSDT Perpetual","8h","0.0490%"
"2021-03-27 16:00:00","AXSUSDT Perpetual","8h","0.0438%"
"2021-03-27 08:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-27 00:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-26 16:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-26 08:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-26 00:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-25 16:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-25 08:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-25 00:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-24 16:00:00","AXSUSDT Perpetual","8h","0.0594%"
"2021-03-24 08:00:00","AXSUSDT Perpetual","8h","0.0152%"
"2021-03-24 00:00:00","AXSUSDT Perpetual","8h","0.0416%"
"2021-03-23 16:00:00","AXSUSDT Perpetual","8h","0.0557%"
"2021-03-23 08:00:00","AXSUSDT Perpetual","8h","0.0493%"
"2021-03-23 00:00:00","AXSUSDT Perpetual","8h","0.0715%"
"2021-03-22 16:00:00","AXSUSDT Perpetual","8h","0.1749%"
"2021-03-22 08:00:00","AXSUSDT Perpetual","8h","0.1086%"
"2021-03-22 00:00:00","AXSUSDT Perpetual","8h","0.1111%"
"2021-03-21 16:00:00","AXSUSDT Perpetual","8h","0.1165%"
"2021-03-21 08:00:00","AXSUSDT Perpetual","8h","0.1006%"
"2021-03-21 00:00:00","AXSUSDT Perpetual","8h","0.1843%"
"2021-03-20 16:00:00","AXSUSDT Perpetual","8h","0.2850%"
"2021-03-20 08:00:00","AXSUSDT Perpetual","8h","0.2478%"
"2021-03-20 00:00:00","AXSUSDT Perpetual","8h","0.1752%"
"2021-03-19 16:00:00","AXSUSDT Perpetual","8h","0.1898%"
"2021-03-19 08:00:00","AXSUSDT Perpetual","8h","0.1213%"
"2021-03-19 00:00:00","AXSUSDT Perpetual","8h","0.1076%"
"2021-03-18 16:00:00","AXSUSDT Perpetual","8h","0.1727%"
"2021-03-18 08:00:00","AXSUSDT Perpetual","8h","0.1855%"
"2021-03-18 00:00:00","AXSUSDT Perpetual","8h","0.2010%"
"2021-03-17 16:00:00","AXSUSDT Perpetual","8h","0.0863%"
"2021-03-17 08:00:00","AXSUSDT Perpetual","8h","0.1493%"
"2021-03-17 00:00:00","AXSUSDT Perpetual","8h","0.1140%"
"2021-03-16 16:00:00","AXSUSDT Perpetual","8h","0.0239%"
"2021-03-16 08:00:00","AXSUSDT Perpetual","8h","0.0404%"
"2021-03-16 00:00:00","AXSUSDT Perpetual","8h","0.0463%"
"2021-03-15 16:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-15 08:00:00","AXSUSDT Perpetual","8h","0.1451%"
"2021-03-15 00:00:00","AXSUSDT Perpetual","8h","0.1354%"
"2021-03-14 16:00:00","AXSUSDT Perpetual","8h","0.0593%"
"2021-03-14 08:00:00","AXSUSDT Perpetual","8h","0.0900%"
"2021-03-14 00:00:00","AXSUSDT Perpetual","8h","0.1460%"
"2021-03-13 16:00:00","AXSUSDT Perpetual","8h","0.1760%"
"2021-03-13 08:00:00","AXSUSDT Perpetual","8h","0.0592%"
"2021-03-13 00:00:00","AXSUSDT Perpetual","8h","0.0816%"
"2021-03-12 16:00:00","AXSUSDT Perpetual","8h","0.0304%"
"2021-03-12 08:00:00","AXSUSDT Perpetual","8h","0.0750%"
"2021-03-12 00:00:00","AXSUSDT Perpetual","8h","0.0365%"
"2021-03-11 16:00:00","AXSUSDT Perpetual","8h","0.0231%"
"2021-03-11 08:00:00","AXSUSDT Perpetual","8h","0.0462%"
"2021-03-11 00:00:00","AXSUSDT Perpetual","8h","0.0558%"
"2021-03-10 16:00:00","AXSUSDT Perpetual","8h","0.0656%"
"2021-03-10 08:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-10 00:00:00","AXSUSDT Perpetual","8h","0.1955%"
"2021-03-09 16:00:00","AXSUSDT Perpetual","8h","0.2031%"
"2021-03-09 08:00:00","AXSUSDT Perpetual","8h","0.1761%"
"2021-03-09 00:00:00","AXSUSDT Perpetual","8h","0.0287%"
"2021-03-08 16:00:00","AXSUSDT Perpetual","8h","0.0193%"
"2021-03-08 08:00:00","AXSUSDT Perpetual","8h","0.0120%"
"2021-03-08 00:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-07 16:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-07 08:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-07 00:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-06 16:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-06 08:00:00","AXSUSDT Perpetual","8h","0.1213%"
"2021-03-06 00:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-05 16:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-05 08:00:00","AXSUSDT Perpetual","8h","0.0118%"
"2021-03-05 00:00:00","AXSUSDT Perpetual","8h","0.0149%"
"2021-03-04 16:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-04 08:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-04 00:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-03 16:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-03 08:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-03 00:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-02 16:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-02 08:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-02 00:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-01 16:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-01 08:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-03-01 00:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-28 16:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-28 08:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-28 00:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-27 16:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-27 08:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-27 00:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-26 16:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-26 08:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-26 00:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-25 16:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-25 08:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-25 00:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-24 16:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-24 08:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-24 00:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-23 16:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-23 08:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-23 00:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-22 16:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-22 08:00:00","AXSUSDT Perpetual","8h","0.0833%"
"2021-02-22 00:00:00","AXSUSDT Perpetual","8h","0.0579%"
"2021-02-21 16:00:00","AXSUSDT Perpetual","8h","0.0260%"
"2021-02-21 08:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-21 00:00:00","AXSUSDT Perpetual","8h","0.0947%"
"2021-02-20 16:00:00","AXSUSDT Perpetual","8h","0.4413%"
"2021-02-20 08:00:00","AXSUSDT Perpetual","8h","0.4465%"
"2021-02-20 00:00:00","AXSUSDT Perpetual","8h","0.3599%"
"2021-02-19 16:00:00","AXSUSDT Perpetual","8h","0.4434%"
"2021-02-19 08:00:00","AXSUSDT Perpetual","8h","0.1899%"
"2021-02-19 00:00:00","AXSUSDT Perpetual","8h","0.2523%"
"2021-02-18 16:00:00","AXSUSDT Perpetual","8h","0.1584%"
"2021-02-18 08:00:00","AXSUSDT Perpetual","8h","0.1358%"
"2021-02-18 00:00:00","AXSUSDT Perpetual","8h","0.2939%"
"2021-02-17 16:00:00","AXSUSDT Perpetual","8h","0.2400%"
"2021-02-17 08:00:00","AXSUSDT Perpetual","8h","0.0722%"
"2021-02-17 00:00:00","AXSUSDT Perpetual","8h","0.0312%"
"2021-02-16 16:00:00","AXSUSDT Perpetual","8h","0.0181%"
"2021-02-16 08:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-16 00:00:00","AXSUSDT Perpetual","8h","0.0423%"
"2021-02-15 16:00:00","AXSUSDT Perpetual","8h","0.0831%"
"2021-02-15 08:00:00","AXSUSDT Perpetual","8h","0.0304%"
"2021-02-15 00:00:00","AXSUSDT Perpetual","8h","0.1414%"
"2021-02-14 16:00:00","AXSUSDT Perpetual","8h","0.3241%"
"2021-02-14 08:00:00","AXSUSDT Perpetual","8h","0.2496%"
"2021-02-14 00:00:00","AXSUSDT Perpetual","8h","0.2611%"
"2021-02-13 16:00:00","AXSUSDT Perpetual","8h","0.2301%"
"2021-02-13 08:00:00","AXSUSDT Perpetual","8h","0.6999%"
"2021-02-13 00:00:00","AXSUSDT Perpetual","8h","0.4600%"
"2021-02-12 16:00:00","AXSUSDT Perpetual","8h","0.3272%"
"2021-02-12 08:00:00","AXSUSDT Perpetual","8h","0.2887%"
"2021-02-12 00:00:00","AXSUSDT Perpetual","8h","0.2412%"
"2021-02-11 16:00:00","AXSUSDT Perpetual","8h","0.2099%"
"2021-02-11 08:00:00","AXSUSDT Perpetual","8h","0.0678%"
"2021-02-11 00:00:00","AXSUSDT Perpetual","8h","0.0146%"
"2021-02-10 16:00:00","AXSUSDT Perpetual","8h","0.1862%"
"2021-02-10 08:00:00","AXSUSDT Perpetual","8h","0.3404%"
"2021-02-10 00:00:00","AXSUSDT Perpetual","8h","0.4631%"
"2021-02-09 16:00:00","AXSUSDT Perpetual","8h","0.2759%"
"2021-02-09 08:00:00","AXSUSDT Perpetual","8h","0.4552%"
"2021-02-09 00:00:00","AXSUSDT Perpetual","8h","0.3485%"
"2021-02-08 16:00:00","AXSUSDT Perpetual","8h","0.2305%"
"2021-02-08 08:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-08 00:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-02-07 16:00:00","AXSUSDT Perpetual","8h","0.0596%"
"2021-02-07 08:00:00","AXSUSDT Perpetual","8h","0.0327%"
"2021-02-07 00:00:00","AXSUSDT Perpetual","8h","0.1577%"
"2021-02-06 16:00:00","AXSUSDT Perpetual","8h","0.0589%"
"2021-02-06 08:00:00","AXSUSDT Perpetual","8h","0.0454%"
"2021-02-06 00:00:00","AXSUSDT Perpetual","8h","0.2652%"
"2021-02-05 16:00:00","AXSUSDT Perpetual","8h","0.4137%"
"2021-02-05 08:00:00","AXSUSDT Perpetual","8h","0.3710%"
"2021-02-05 00:00:00","AXSUSDT Perpetual","8h","0.1694%"
"2021-02-04 16:00:00","AXSUSDT Perpetual","8h","0.0723%"
"2021-02-04 08:00:00","AXSUSDT Perpetual","8h","0.2904%"
"2021-02-04 00:00:00","AXSUSDT Perpetual","8h","0.2144%"
"2021-02-03 16:00:00","AXSUSDT Perpetual","8h","0.2837%"
"2021-02-03 08:00:00","AXSUSDT Perpetual","8h","0.2886%"
"2021-02-03 00:00:00","AXSUSDT Perpetual","8h","0.1971%"
"2021-02-02 16:00:00","AXSUSDT Perpetual","8h","0.1838%"
"2021-02-02 08:00:00","AXSUSDT Perpetual","8h","0.0576%"
"2021-02-02 00:00:00","AXSUSDT Perpetual","8h","0.0713%"
"2021-02-01 16:00:00","AXSUSDT Perpetual","8h","0.1245%"
"2021-02-01 08:00:00","AXSUSDT Perpetual","8h","0.0183%"
"2021-02-01 00:00:00","AXSUSDT Perpetual","8h","0.0541%"
"2021-01-31 16:00:00","AXSUSDT Perpetual","8h","0.1317%"
"2021-01-31 08:00:00","AXSUSDT Perpetual","8h","0.1029%"
"2021-01-31 00:00:00","AXSUSDT Perpetual","8h","0.0465%"
"2021-01-30 16:00:00","AXSUSDT Perpetual","8h","0.0889%"
"2021-01-30 08:00:00","AXSUSDT Perpetual","8h","0.0279%"
"2021-01-30 00:00:00","AXSUSDT Perpetual","8h","0.0249%"
"2021-01-29 16:00:00","AXSUSDT Perpetual","8h","0.1561%"
"2021-01-29 08:00:00","AXSUSDT Perpetual","8h","0.1173%"
"2021-01-29 00:00:00","AXSUSDT Perpetual","8h","0.0471%"
"2021-01-28 16:00:00","AXSUSDT Perpetual","8h","0.0306%"
"2021-01-28 08:00:00","AXSUSDT Perpetual","8h","0.0574%"
"2021-01-28 00:00:00","AXSUSDT Perpetual","8h","0.0129%"
"2021-01-27 16:00:00","AXSUSDT Perpetual","8h","0.0221%"
"2021-01-27 08:00:00","AXSUSDT Perpetual","8h","0.0274%"
"2021-01-27 00:00:00","AXSUSDT Perpetual","8h","0.0664%"
"2021-01-26 16:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-01-26 08:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-01-26 00:00:00","AXSUSDT Perpetual","8h","0.0340%"
"2021-01-25 16:00:00","AXSUSDT Perpetual","8h","0.0654%"
"2021-01-25 08:00:00","AXSUSDT Perpetual","8h","0.0127%"
"2021-01-25 00:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-01-24 16:00:00","AXSUSDT Perpetual","8h","0.0404%"
"2021-01-24 08:00:00","AXSUSDT Perpetual","8h","0.0313%"
"2021-01-24 00:00:00","AXSUSDT Perpetual","8h","0.0261%"
"2021-01-23 16:00:00","AXSUSDT Perpetual","8h","0.0234%"
"2021-01-23 08:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-01-23 00:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-01-22 16:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-01-22 08:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-01-22 00:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-01-21 16:00:00","AXSUSDT Perpetual","8h","0.0415%"
"2021-01-21 08:00:00","AXSUSDT Perpetual","8h","0.0357%"
"2021-01-21 00:00:00","AXSUSDT Perpetual","8h","0.0150%"
"2021-01-20 16:00:00","AXSUSDT Perpetual","8h","0.0100%"
"2021-01-20 08:00:00","AXSUSDT Perpetual","8h","0.0473%"
"2021-01-20 00:00:00","AXSUSDT Perpetual","8h","0.0321%"
"2021-01-19 16:00:00","AXSUSDT Perpetual","8h","0.0860%"
"2021-01-19 08:00:00","AXSUSDT Perpetual","8h","0.1814%"
"2021-01-19 00:00:00","AXSUSDT Perpetual","8h","0.0948%"
"2021-01-18 16:00:00","AXSUSDT Perpetual","8h","0.1181%"
"2021-01-18 08:00:00","AXSUSDT Perpetual","8h","0.1037%"
"2021-01-18 00:00:00","AXSUSDT Perpetual","8h","0.1064%"
"2021-01-17 16:00:00","AXSUSDT Perpetual","8h","0.0368%"
"2021-01-17 08:00:00","AXSUSDT Perpetual","8h","0.0227%"
"2021-01-17 00:00:00","AXSUSDT Perpetual","8h","0.0100%"
